               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.033023,            0.010039,           0.0043004,             0.98109,             0.98605,               0.995,              0.7269,            0.026824,           0.0078455,           0.0043292,           0.0041788,           0.0041788,           0.0041788
                 149,            0.029828,            0.010689,           0.0044698,              0.7682,             0.93333,             0.92452,             0.68409,            0.038046,           0.0075263,           0.0041055,           0.0041392,           0.0041392,           0.0041392
                 150,            0.047113,           0.0084344,           0.0067771,              0.7682,             0.93333,             0.92452,             0.68409,            0.038046,           0.0075263,           0.0041055,           0.0040996,           0.0040996,           0.0040996
                 151,            0.045792,           0.0092407,           0.0047555,             0.85425,             0.95862,             0.97087,             0.67891,            0.030363,           0.0077323,           0.0041296,             0.00406,             0.00406,             0.00406
                 152,            0.038254,           0.0098707,           0.0044826,             0.85425,             0.95862,             0.97087,             0.67891,            0.030363,           0.0077323,           0.0041296,           0.0040204,           0.0040204,           0.0040204
                 153,            0.033467,           0.0098333,           0.0042505,             0.95904,             0.99168,              0.9825,              0.7485,            0.027704,           0.0076155,           0.0041018,           0.0039808,           0.0039808,           0.0039808
                 154,            0.036087,            0.012083,             0.00433,             0.95904,             0.99168,              0.9825,              0.7485,            0.027704,           0.0076155,           0.0041018,           0.0039412,           0.0039412,           0.0039412
                 155,             0.03163,            0.012018,           0.0044206,             0.99453,             0.99599,               0.995,              0.7282,            0.027519,           0.0075041,           0.0040616,           0.0039016,           0.0039016,           0.0039016
                 156,            0.034107,           0.0097861,           0.0045309,             0.93245,              0.9734,             0.98281,             0.67206,            0.031624,           0.0075372,            0.003949,            0.003862,            0.003862,            0.003862
                 157,            0.038341,           0.0095646,           0.0043739,             0.93245,              0.9734,             0.98281,             0.67206,            0.031624,           0.0075372,            0.003949,           0.0038224,           0.0038224,           0.0038224
                 158,            0.042039,            0.010655,           0.0045866,             0.99436,                   1,               0.995,             0.73805,            0.025864,           0.0073786,           0.0039084,           0.0037828,           0.0037828,           0.0037828
                 159,            0.032531,           0.0093613,           0.0045717,             0.99436,                   1,               0.995,             0.73805,            0.025864,           0.0073786,           0.0039084,           0.0037432,           0.0037432,           0.0037432
                 160,            0.027287,           0.0087025,           0.0048275,             0.99241,                   1,               0.995,             0.71185,            0.023866,           0.0073368,           0.0038739,           0.0037036,           0.0037036,           0.0037036
                 161,            0.029765,            0.010287,           0.0044905,             0.99241,                   1,               0.995,             0.71185,            0.023866,           0.0073368,           0.0038739,            0.003664,            0.003664,            0.003664
                 162,            0.034112,            0.010656,           0.0042139,             0.98971,                   1,               0.995,             0.71438,            0.025885,           0.0073383,           0.0038115,           0.0036244,           0.0036244,           0.0036244
                 163,            0.030111,           0.0096077,           0.0043989,             0.99235,                   1,               0.995,             0.65815,             0.02867,           0.0071896,           0.0037034,           0.0035848,           0.0035848,           0.0035848
                 164,            0.037277,           0.0096066,           0.0038848,             0.99235,                   1,               0.995,             0.65815,             0.02867,           0.0071896,           0.0037034,           0.0035452,           0.0035452,           0.0035452
                 165,            0.037587,           0.0098057,           0.0053388,             0.86111,             0.99771,             0.95718,             0.72157,            0.026896,           0.0071594,           0.0036478,           0.0035056,           0.0035056,           0.0035056
                 166,            0.031041,           0.0093024,           0.0038711,             0.86111,             0.99771,             0.95718,             0.72157,            0.026896,           0.0071594,           0.0036478,            0.003466,            0.003466,            0.003466
                 167,            0.031095,             0.01026,           0.0042416,             0.98341,                   1,               0.995,             0.73126,            0.023736,           0.0070984,           0.0035644,           0.0034264,           0.0034264,           0.0034264
                 168,            0.033102,            0.010782,           0.0041687,             0.98341,                   1,               0.995,             0.73126,            0.023736,           0.0070984,           0.0035644,           0.0033868,           0.0033868,           0.0033868
                 169,            0.029133,           0.0092109,           0.0038242,              0.9788,                   1,               0.995,             0.74905,            0.023544,           0.0069865,           0.0034832,           0.0033472,           0.0033472,           0.0033472
                 170,            0.028162,            0.010552,           0.0038211,             0.92679,             0.86667,             0.96252,             0.67715,            0.030763,           0.0069697,           0.0034485,           0.0033076,           0.0033076,           0.0033076
                 171,            0.040638,           0.0088865,           0.0038174,             0.92679,             0.86667,             0.96252,             0.67715,            0.030763,           0.0069697,           0.0034485,            0.003268,            0.003268,            0.003268
                 172,              0.0383,            0.010629,           0.0040655,             0.98124,                   1,               0.995,             0.75815,            0.027108,           0.0066797,           0.0033858,           0.0032284,           0.0032284,           0.0032284
                 173,            0.034555,           0.0085851,           0.0035953,             0.98124,                   1,               0.995,             0.75815,            0.027108,           0.0066797,           0.0033858,           0.0031888,           0.0031888,           0.0031888
                 174,            0.033795,            0.009327,           0.0035812,             0.98749,                   1,               0.995,             0.78666,            0.022444,             0.00675,           0.0033602,           0.0031492,           0.0031492,           0.0031492
                 175,              0.0283,           0.0089768,           0.0035896,             0.98749,                   1,               0.995,             0.78666,            0.022444,             0.00675,           0.0033602,           0.0031096,           0.0031096,           0.0031096
                 176,            0.027225,           0.0091453,           0.0035333,             0.98958,                   1,               0.995,             0.74188,            0.023799,           0.0068214,           0.0033356,             0.00307,             0.00307,             0.00307
                 177,            0.028921,           0.0085763,           0.0033675,              0.9747,                   1,               0.995,             0.74718,            0.027135,           0.0067259,           0.0033361,           0.0030304,           0.0030304,           0.0030304
                 178,            0.037433,           0.0099328,           0.0037069,              0.9747,                   1,               0.995,             0.74718,            0.027135,           0.0067259,           0.0033361,           0.0029908,           0.0029908,           0.0029908
                 179,            0.032377,           0.0077569,           0.0042597,             0.97723,                   1,               0.995,             0.80767,            0.022198,           0.0067241,           0.0033271,           0.0029512,           0.0029512,           0.0029512
                 180,            0.028963,            0.010078,           0.0038803,             0.97723,                   1,               0.995,             0.80767,            0.022198,           0.0067241,           0.0033271,           0.0029116,           0.0029116,           0.0029116
                 181,            0.028491,            0.010328,           0.0036867,             0.98945,                   1,               0.995,             0.73209,            0.025449,           0.0067082,           0.0033258,            0.002872,            0.002872,            0.002872
                 182,            0.032212,            0.011018,           0.0036624,             0.98945,                   1,               0.995,             0.73209,            0.025449,           0.0067082,           0.0033258,           0.0028324,           0.0028324,           0.0028324
                 183,            0.032693,            0.011199,           0.0058695,             0.98721,                   1,               0.995,              0.7681,            0.022596,           0.0066939,           0.0033292,           0.0027928,           0.0027928,           0.0027928
                 184,            0.030211,           0.0086444,           0.0040217,             0.97392,                   1,               0.995,             0.78686,            0.026898,           0.0066223,           0.0033033,           0.0027532,           0.0027532,           0.0027532
                 185,            0.032515,           0.0095794,           0.0039085,             0.97392,                   1,               0.995,             0.78686,            0.026898,           0.0066223,           0.0033033,           0.0027136,           0.0027136,           0.0027136
                 186,            0.033196,           0.0090838,           0.0035251,             0.98941,                   1,               0.995,             0.77344,            0.019301,            0.006745,           0.0033358,            0.002674,            0.002674,            0.002674
                 187,            0.025792,            0.007188,            0.003621,             0.98941,                   1,               0.995,             0.77344,            0.019301,            0.006745,           0.0033358,           0.0026344,           0.0026344,           0.0026344
                 188,            0.026768,            0.009889,           0.0037202,             0.98981,                   1,               0.995,             0.79707,            0.018435,           0.0067164,           0.0033458,           0.0025948,           0.0025948,           0.0025948
                 189,            0.027195,           0.0092179,           0.0037974,             0.98981,                   1,               0.995,             0.79707,            0.018435,           0.0067164,           0.0033458,           0.0025552,           0.0025552,           0.0025552
                 190,            0.032788,            0.010584,           0.0040118,             0.98944,                   1,               0.995,             0.80487,            0.021013,           0.0067137,           0.0033464,           0.0025156,           0.0025156,           0.0025156
                 191,            0.028209,           0.0091027,           0.0037019,             0.98518,                   1,               0.995,             0.71011,             0.02556,           0.0067392,           0.0032902,            0.002476,            0.002476,            0.002476
                 192,            0.033506,           0.0090911,           0.0036078,             0.98518,                   1,               0.995,             0.71011,             0.02556,           0.0067392,           0.0032902,           0.0024364,           0.0024364,           0.0024364
                 193,            0.032491,           0.0099382,           0.0036096,             0.99063,                   1,               0.995,             0.79586,            0.020526,           0.0066531,           0.0032592,           0.0023968,           0.0023968,           0.0023968
                 194,            0.026755,           0.0095466,            0.003253,             0.99063,                   1,               0.995,             0.79586,            0.020526,           0.0066531,           0.0032592,           0.0023572,           0.0023572,           0.0023572
                 195,            0.028147,           0.0089876,           0.0033806,             0.99183,                   1,               0.995,             0.70409,            0.025121,            0.006665,           0.0032475,           0.0023176,           0.0023176,           0.0023176
                 196,            0.034543,           0.0091483,           0.0033835,             0.99183,                   1,               0.995,             0.70409,            0.025121,            0.006665,           0.0032475,            0.002278,            0.002278,            0.002278
                 197,            0.029386,           0.0087568,           0.0036315,              0.9902,                   1,               0.995,             0.71035,            0.025013,           0.0065577,           0.0032063,           0.0022384,           0.0022384,           0.0022384
                 198,             0.03202,           0.0092543,           0.0034563,             0.99236,                   1,               0.995,             0.78633,            0.023082,           0.0065817,           0.0031932,           0.0021988,           0.0021988,           0.0021988
                 199,            0.029994,           0.0095832,           0.0037509,             0.99236,                   1,               0.995,             0.78633,            0.023082,           0.0065817,           0.0031932,           0.0021592,           0.0021592,           0.0021592
                 200,            0.030456,           0.0089938,           0.0038824,             0.99449,                   1,               0.995,             0.74266,            0.022625,           0.0066964,           0.0031879,           0.0021196,           0.0021196,           0.0021196
                 201,            0.027645,           0.0084589,           0.0034482,             0.99449,                   1,               0.995,             0.74266,            0.022625,           0.0066964,           0.0031879,             0.00208,             0.00208,             0.00208
                 202,             0.02718,           0.0098023,           0.0032941,             0.99408,                   1,               0.995,              0.8196,            0.018196,           0.0066044,           0.0031495,           0.0020404,           0.0020404,           0.0020404
                 203,            0.024708,           0.0093022,           0.0032085,             0.99408,                   1,               0.995,              0.8196,            0.018196,           0.0066044,           0.0031495,           0.0020008,           0.0020008,           0.0020008
                 204,            0.028631,           0.0078374,           0.0034357,             0.99389,                   1,               0.995,             0.81936,            0.018514,           0.0065183,           0.0031148,           0.0019612,           0.0019612,           0.0019612
                 205,            0.026285,           0.0087939,           0.0032808,             0.99391,                   1,               0.995,             0.75822,            0.021002,           0.0065306,           0.0030856,           0.0019216,           0.0019216,           0.0019216
                 206,            0.028449,           0.0096486,           0.0035508,             0.99391,                   1,               0.995,             0.75822,            0.021002,           0.0065306,           0.0030856,            0.001882,            0.001882,            0.001882
                 207,             0.02695,            0.010511,           0.0034914,             0.99334,                   1,               0.995,             0.80668,            0.017649,           0.0064707,           0.0030536,           0.0018424,           0.0018424,           0.0018424
                 208,            0.025139,           0.0091717,           0.0035399,             0.99334,                   1,               0.995,             0.80668,            0.017649,           0.0064707,           0.0030536,           0.0018028,           0.0018028,           0.0018028
                 209,            0.029634,           0.0078904,           0.0031403,             0.99307,                   1,               0.995,             0.80823,            0.018349,           0.0064667,           0.0030194,           0.0017632,           0.0017632,           0.0017632
                 210,            0.026468,           0.0083402,           0.0032235,             0.99307,                   1,               0.995,             0.80823,            0.018349,           0.0064667,           0.0030194,           0.0017236,           0.0017236,           0.0017236
                 211,            0.025217,           0.0096512,           0.0031218,             0.99289,                   1,               0.995,             0.80458,            0.018653,           0.0064122,           0.0029871,            0.001684,            0.001684,            0.001684
                 212,            0.026956,            0.008435,           0.0092446,             0.99286,                   1,               0.995,             0.78722,            0.019954,           0.0063509,           0.0029788,           0.0016444,           0.0016444,           0.0016444
                 213,            0.030398,           0.0095322,           0.0031816,             0.99286,                   1,               0.995,             0.78722,            0.019954,           0.0063509,           0.0029788,           0.0016048,           0.0016048,           0.0016048
                 214,            0.027323,           0.0093403,           0.0032047,             0.99271,                   1,               0.995,             0.79493,            0.019475,           0.0063403,           0.0029535,           0.0015652,           0.0015652,           0.0015652
                 215,            0.027441,           0.0074915,           0.0031151,             0.99271,                   1,               0.995,             0.79493,            0.019475,           0.0063403,           0.0029535,           0.0015256,           0.0015256,           0.0015256
                 216,            0.027586,            0.009528,           0.0030642,             0.99393,                   1,               0.995,             0.80932,            0.018635,           0.0062039,           0.0029492,            0.001486,            0.001486,            0.001486
                 217,            0.025255,           0.0089918,           0.0037987,             0.99393,                   1,               0.995,             0.80932,            0.018635,           0.0062039,           0.0029492,           0.0014464,           0.0014464,           0.0014464
                 218,            0.027303,           0.0095583,            0.003164,             0.99444,                   1,               0.995,             0.78325,            0.019984,           0.0062342,           0.0029544,           0.0014068,           0.0014068,           0.0014068
                 219,            0.025783,           0.0094548,           0.0032333,             0.99383,                   1,               0.995,             0.80023,            0.018029,           0.0061801,             0.00293,           0.0013672,           0.0013672,           0.0013672
                 220,            0.026558,           0.0080826,           0.0034316,             0.99383,                   1,               0.995,             0.80023,            0.018029,           0.0061801,             0.00293,           0.0013276,           0.0013276,           0.0013276
                 221,            0.025206,           0.0099787,           0.0035572,              0.9934,                   1,               0.995,             0.79784,            0.018363,           0.0062036,           0.0029276,            0.001288,            0.001288,            0.001288
                 222,             0.02451,           0.0093317,           0.0031552,              0.9934,                   1,               0.995,             0.79784,            0.018363,           0.0062036,           0.0029276,           0.0012484,           0.0012484,           0.0012484
                 223,            0.024667,           0.0087054,           0.0031086,             0.99303,                   1,               0.995,             0.81248,            0.016504,           0.0061172,           0.0029041,           0.0012088,           0.0012088,           0.0012088
                 224,            0.022624,           0.0076363,           0.0029769,             0.99303,                   1,               0.995,             0.81248,            0.016504,           0.0061172,           0.0029041,           0.0011692,           0.0011692,           0.0011692
                 225,            0.024319,           0.0090686,           0.0030909,             0.99244,                   1,               0.995,             0.80969,            0.017568,           0.0060968,            0.002872,           0.0011296,           0.0011296,           0.0011296
                 226,            0.023139,           0.0079781,           0.0030297,             0.99249,                   1,               0.995,             0.81415,            0.017364,           0.0061272,           0.0028661,             0.00109,             0.00109,             0.00109
                 227,            0.023085,           0.0098185,           0.0032292,             0.99249,                   1,               0.995,             0.81415,            0.017364,           0.0061272,           0.0028661,           0.0010504,           0.0010504,           0.0010504
                 228,            0.022953,           0.0085201,           0.0029792,             0.99274,                   1,               0.995,             0.83213,            0.016301,           0.0060728,           0.0028471,           0.0010108,           0.0010108,           0.0010108
                 229,            0.024109,           0.0095828,           0.0028978,             0.99274,                   1,               0.995,             0.83213,            0.016301,           0.0060728,           0.0028471,           0.0009712,           0.0009712,           0.0009712
                 230,            0.023256,           0.0086071,           0.0033056,              0.9923,                   1,               0.995,             0.84161,            0.016437,           0.0060108,           0.0028254,           0.0009316,           0.0009316,           0.0009316
                 231,            0.021704,           0.0077425,           0.0033043,              0.9923,                   1,               0.995,             0.84161,            0.016437,           0.0060108,           0.0028254,            0.000892,            0.000892,            0.000892
                 232,            0.025363,           0.0096019,           0.0031524,             0.99183,                   1,               0.995,             0.84505,            0.016579,             0.00601,           0.0027937,           0.0008524,           0.0008524,           0.0008524
                 233,            0.025428,           0.0082693,           0.0029716,             0.99184,                   1,               0.995,             0.80695,            0.016416,           0.0060161,           0.0027752,           0.0008128,           0.0008128,           0.0008128
                 234,            0.024722,           0.0088744,           0.0028588,             0.99184,                   1,               0.995,             0.80695,            0.016416,           0.0060161,           0.0027752,           0.0007732,           0.0007732,           0.0007732
                 235,            0.025969,           0.0081751,           0.0031484,             0.99231,                   1,               0.995,             0.81795,            0.016602,           0.0059899,           0.0027609,           0.0007336,           0.0007336,           0.0007336
                 236,             0.02691,           0.0093354,            0.003231,             0.99231,                   1,               0.995,             0.81795,            0.016602,           0.0059899,           0.0027609,            0.000694,            0.000694,            0.000694
                 237,            0.020929,           0.0064294,           0.0029436,              0.9922,                   1,               0.995,             0.83238,            0.015535,           0.0059685,           0.0027589,           0.0006544,           0.0006544,           0.0006544
                 238,            0.022256,           0.0067955,           0.0029618,              0.9922,                   1,               0.995,             0.83238,            0.015535,           0.0059685,           0.0027589,           0.0006148,           0.0006148,           0.0006148
                 239,              0.0229,            0.010458,           0.0029473,              0.9922,                   1,               0.995,             0.83962,            0.015656,           0.0059589,           0.0027535,           0.0005752,           0.0005752,           0.0005752
                 240,            0.022305,           0.0083075,           0.0029616,             0.99194,                   1,               0.995,             0.84711,            0.014839,           0.0059591,            0.002752,           0.0005356,           0.0005356,           0.0005356
                 241,            0.022769,           0.0092411,           0.0030436,             0.99194,                   1,               0.995,             0.84711,            0.014839,           0.0059591,            0.002752,            0.000496,            0.000496,            0.000496
                 242,            0.024911,           0.0088229,           0.0029744,              0.9915,                   1,               0.995,             0.84316,            0.015528,           0.0059022,           0.0027309,           0.0004564,           0.0004564,           0.0004564
                 243,            0.023247,           0.0089201,           0.0032173,              0.9915,                   1,               0.995,             0.84316,            0.015528,           0.0059022,           0.0027309,           0.0004168,           0.0004168,           0.0004168
                 244,            0.022349,           0.0082768,           0.0027745,             0.99145,                   1,               0.995,             0.84352,            0.015801,           0.0058764,           0.0027125,           0.0003772,           0.0003772,           0.0003772
                 245,            0.023274,           0.0076761,           0.0030573,             0.99145,                   1,               0.995,             0.84352,            0.015801,           0.0058764,           0.0027125,           0.0003376,           0.0003376,           0.0003376
                 246,            0.024736,           0.0087279,           0.0040821,             0.99163,                   1,               0.995,             0.84377,            0.015906,           0.0058659,           0.0027209,            0.000298,            0.000298,            0.000298
                 247,            0.021662,           0.0089098,           0.0029387,             0.99167,                   1,               0.995,             0.84376,            0.015424,           0.0058594,           0.0027096,           0.0002584,           0.0002584,           0.0002584
                 248,            0.024531,           0.0080511,           0.0032359,             0.99167,                   1,               0.995,             0.84376,            0.015424,           0.0058594,           0.0027096,           0.0002188,           0.0002188,           0.0002188
                 249,            0.022222,           0.0080592,           0.0029565,              0.9917,                   1,               0.995,             0.84376,            0.015129,           0.0058616,           0.0027039,           0.0001792,           0.0001792,           0.0001792
